,paper,title,url
10,bbc,Shanghai Disney: Visitors unable to leave without negative Covid test as park shuts,https://www.bbc.co.uk/news/world-asia-63456107?at_medium=RSS&at_campaign=KARANGA
11,bbc,US Supreme Court takes up race-based college admissions,https://www.bbc.co.uk/news/world-us-canada-63394285?at_medium=RSS&at_campaign=KARANGA
12,bbc,Trump Organization: Criminal tax fraud trial begins in New York,https://www.bbc.co.uk/news/world-us-canada-63461588?at_medium=RSS&at_campaign=KARANGA
13,bbc,Ukraine war: Tales of endurance and hardship as winter looms,https://www.bbc.co.uk/news/world-europe-63446508?at_medium=RSS&at_campaign=KARANGA
14,bbc,Itaewon crush: Five friends went out for Halloween; only two came home,https://www.bbc.co.uk/news/world-asia-63467068?at_medium=RSS&at_campaign=KARANGA
15,bbc,Morbi bridge collapse: The brothers who died in Sunday's disaster,https://www.bbc.co.uk/news/world-asia-india-63465616?at_medium=RSS&at_campaign=KARANGA
16,bbc,US midterms: The $6bn election advert spending spree,https://www.bbc.co.uk/news/world-us-canada-63417249?at_medium=RSS&at_campaign=KARANGA
17,bbc,South Korea Halloween crush: Who were the victims?,https://www.bbc.co.uk/news/world-asia-63456066?at_medium=RSS&at_campaign=KARANGA
18,bbc,Brazil election: A moment in history as Lula returns,https://www.bbc.co.uk/news/world-latin-america-63452008?at_medium=RSS&at_campaign=KARANGA
19,bbc,Morbi bridge collapse: Gujarat witnesses describe scene of tragedy,https://www.bbc.co.uk/news/world-asia-india-63452935?at_medium=RSS&at_campaign=KARANGA
20,bbc,Bilbao's Guggenheim Museum celebrates its 25th anniversary,https://www.bbc.co.uk/news/world-europe-63426939?at_medium=RSS&at_campaign=KARANGA
21,bbc,Nigeria floods: 'I have nowhere to go',https://www.bbc.co.uk/news/world-africa-63411446?at_medium=RSS&at_campaign=KARANGA
22,bbc,US midterm elections: Why five states have slavery on the ballot in 2022,https://www.bbc.co.uk/news/world-us-canada-63338784?at_medium=RSS&at_campaign=KARANGA
23,bbc,Telangana’s ambitious palm oil strategy to help India reduce import,https://www.bbc.co.uk/news/world-asia-india-63212557?at_medium=RSS&at_campaign=KARANGA
24,bbc,Inside Shanghai Disney as park locked down over Covid,https://www.bbc.co.uk/news/world-asia-china-63464731?at_medium=RSS&at_campaign=KARANGA
25,bbc,Brazil election: Winner Lula thanks the Brazilian people,https://www.bbc.co.uk/news/world-latin-america-63450032?at_medium=RSS&at_campaign=KARANGA
26,bbc,Switzerland sets record with world's longest passenger train,https://www.bbc.co.uk/news/world-europe-63442530?at_medium=RSS&at_campaign=KARANGA
27,bbc,People climb up collapsed Gujarat bridge to escape river,https://www.bbc.co.uk/news/world-asia-india-63449643?at_medium=RSS&at_campaign=KARANGA
28,bbc,Seoul Halloween crush disaster: scored killed and injured,https://www.bbc.co.uk/news/world-asia-63445639?at_medium=RSS&at_campaign=KARANGA
29,bbc,Seoul crush witnesses describe 'out of control' scene,https://www.bbc.co.uk/news/world-asia-63443486?at_medium=RSS&at_campaign=KARANGA
30,spiegel,"""Arrogant"": German Chancellor Alienates European Partners",https://www.spiegel.de/international/arrogant-german-chancellor-alienates-european-partners-a-30d29d86-a623-4b5a-926d-6f41c7ed9750#ref=rss
31,spiegel,"Star Economist Roubini on the Global Crises: ""World War III Has Already Effectively Begun""",https://www.spiegel.de/international/business/star-economist-roubini-on-the-global-crises-world-war-iii-has-already-effectively-begun-a-fd3126eb-4dd4-42fc-889e-27e4165f6702#ref=rss
32,spiegel,Epidemiologist Jeremy Farrar on the Next Viral Threat: “I Fear We Are at the Beginning of an Era of Pandemics”,https://www.spiegel.de/international/world/epidemiologist-jeremy-farrar-on-the-next-viral-threat-i-fear-we-are-at-the-beginning-of-an-era-of-pandemics-a-564b1dae-1c3d-4eb3-b76f-f3c5da6e8289#ref=rss
33,spiegel,The Long Arm of the Mullahs: Hamburg Mosque Reportedly a Hotbed for Iranian Propaganda,https://www.spiegel.de/international/germany/the-long-arm-of-the-mullahs-hamburg-mosque-reportedly-a-hotbed-for-iranian-propaganda-a-ec529b4e-3ffb-4a5c-85e5-d2fccf4bd853#ref=rss
34,spiegel,Protests in Iran: The Regime’s Trail of Blood,https://www.spiegel.de/international/world/protests-in-iran-the-regime-s-trail-of-blood-a-8775e064-e031-4f80-8a87-5ec4cb59246c#ref=rss
35,spiegel,The Women of Iran Have Had Enough: Anatomy of an Uprising,https://www.spiegel.de/international/world/the-women-of-iran-have-had-enough-anatomy-of-an-uprising-a-5905d21d-896f-4e83-90d2-7d685462628b#ref=rss
36,spiegel,"The Omnipotence of China's Xi Jinping: ""Chairman of Everything""",https://www.spiegel.de/international/world/chairman-of-everything-the-omnipotence-of-china-s-xi-jinping-a-b45dbd67-24fc-40f4-a0f8-8f382da6fccc#ref=rss
37,spiegel,"Giuseppe Conte: ""If Meloni Pursues Reactionary Positions, We Will Have to Mobilize All Our Powers""",https://www.spiegel.de/international/europe/former-italian-premier-giuseppe-conte-if-meloni-pursues-reactionary-positions-we-will-have-to-mobilize-all-our-powers-a-9dc81f4c-7a29-411c-9e71-bb8609e0f124#ref=rss
38,spiegel,The Courageous Women of Iran: A Lesson for the World,https://www.spiegel.de/international/world/the-courageous-women-of-iran-a-lesson-for-the-world-a-46d81426-dd61-4e18-aecd-bf61167f1e8b#ref=rss
39,spiegel,Unrest in Iran Sends Waves of Uncertainty Across the Region,https://www.spiegel.de/international/world/the-violent-mullahs-unrest-in-iran-sends-waves-of-uncertainty-across-the-region-a-e2ab90a7-b084-424e-8a8e-946dcf8a415c#ref=rss
40,spiegel,Björn Höcke: The True Leader of Germany's Right Wing AfD,https://www.spiegel.de/international/germany/embracing-extremism-the-true-leader-of-germany-s-right-wing-afd-a-fe976568-dc4b-4b47-bda8-dbc9229b0ba9#ref=rss
41,spiegel,"Hans Niemann Mentor Maxim Dlugy: ""What Magnus Carlsen Did Is Absolutely Ridiculous""",https://www.spiegel.de/international/world/hans-niemann-mentor-maxim-dlugy-what-magnus-carlsen-did-is-absolutely-ridiculous-a-cc8cc41f-84ca-4ec9-bd9c-223c89fb28e2#ref=rss
42,spiegel,Why DER SPIEGEL Is Publishing the EU Investigative Report on Pushbacks,https://www.spiegel.de/international/europe/why-der-spiegel-is-publishing-the-eu-investigative-report-on-pushbacks-a-5218398a-5c1e-414e-a477-b26515353fce#ref=rss
43,spiegel,Money for Rebels: Tracking Down Blood Gold in the Democratic Republic of Congo,https://www.spiegel.de/international/world/money-for-rebels-tracking-down-blood-gold-in-the-democratic-republic-of-congo-a-72386a8c-f2a4-4113-bcc2-ebcb4d3209ec#ref=rss
44,spiegel,The Divided Village: Mistrust Abounds among the Liberated Residents of Ukrainian Village,https://www.spiegel.de/international/world/the-divided-village-mistrust-abounds-among-the-liberated-residents-of-ukrainian-village-a-a0c64575-da9d-46b6-ba07-26a72db4a316#ref=rss
45,spiegel,Germany and US Play Out Scenarios of a Nuclear Strike By Russia,https://www.spiegel.de/international/world/berlin-and-washington-play-out-scenarios-of-a-nuclear-strike-by-putin-a-ecbc1772-8526-4ce1-ae0d-7270309df54e#ref=rss
46,spiegel,"Garry Kasparov on the War in Ukraine: ""Everyone Who Is Still in Russia Is Part of This War Machine""",https://www.spiegel.de/international/world/garry-kasparov-on-the-war-in-ukraine-everyone-who-is-still-in-russia-is-part-of-this-war-machine-a-ce9b5c68-7ba4-4b97-8bb2-6f71525486ea#ref=rss
47,spiegel,Pavel Filatyev: A Russian Soldier Speaks Out about the War in Ukraine,https://www.spiegel.de/international/world/pavel-filatyev-a-russian-soldier-speaks-out-about-the-war-in-ukraine-a-09ce35fe-881b-4fc4-8ceb-66e27580163c#ref=rss
48,spiegel,Right at Home: A Visit to an Abandoned Russian Bulwark Near Kharkiv,https://www.spiegel.de/international/world/right-at-home-a-visit-to-an-abandoned-russian-bulwark-near-kharkiv-a-b7b569b2-89f7-4929-b10e-73b8f8e5857c#ref=rss
49,spiegel,"Interview with Former Italian PM Romano Prodi: “It Would Be Suicide for Meloni to Start a Fight with Brussels""",https://www.spiegel.de/international/europe/interview-with-former-italian-pm-romano-prodi-it-would-be-suicide-for-meloni-to-start-a-fight-with-brussels-a-c80accd8-bc46-47d1-ac43-86242f57b7aa#ref=rss
50,f24,Arab voters could prove decisive in upcoming Israeli elections,https://www.france24.com/en/middle-east/20221101-arab-voters-could-prove-decisive-in-upcoming-israeli-elections
51,f24,Israel heads to the ballots for the fifth time since 2019,https://www.france24.com/en/middle-east/20221101-israel-heads-to-the-ballots-for-the-fifth-time-since-2019
52,f24,Algeria hosts first Arab League summit since normalisation deals with Israel,https://www.france24.com/en/africa/20221101-algeria-hosts-first-arab-league-summit-since-normalisation-deals-with-israel
53,f24,Live: Will Brazil’s Bolsonaro concede election loss? Incumbent expected to break silence Tuesday,https://www.france24.com/en/americas/20221101-live-will-brazil-s-bolsonaro-concede-election-loss-incumbent-expected-to-break-silence-tuesday
54,f24,"Live: Water, power supplies in Kyiv restored after missile strikes",https://www.france24.com/en/europe/20221101-live-russia-extends-evacuation-zone-in-kherson-region-claims-ukraine-preparing-to-blow-dam
55,f24,South Korea police admit response to Halloween crowd surge was inadequate,https://www.france24.com/en/asia-pacific/20221101-south-korea-police-admit-response-to-halloween-tragedy-was-inadequate
56,f24,Pelosi suspect charged with trying to take US House Speaker hostage,https://www.france24.com/en/americas/20221101-pelosi-suspect-charged-with-trying-to-take-us-house-speaker-hostage
57,f24,"Iran to hold public trials for 1,000 people involved in Mahsa Amini protests",https://www.france24.com/en/middle-east/20221031-iran-to-hold-public-trials-for-1-000-people-involved-in-mahsa-amini-protests
58,f24,Elon Musk says he will be Twitter CEO,https://www.france24.com/en/americas/20221031-elon-musk-says-he-will-be-twitter-ceo
59,f24,Armenia and Azerbaijan pledge 'not to use force' over Nagorno-Karabakh region,https://www.france24.com/en/europe/20221031-armenia-and-azerbaijan-pledge-not-to-use-force-over-nagorno-karabakh-region
60,f24,Neymar trial concludes after Spain prosecutors drop charges,https://www.france24.com/en/sport/20221101-neymar-trial-concludes-after-spain-prosecutors-drop-charges
61,f24,"Ahead of US midterms, police brutality remains a burning issue in Minneapolis",https://www.france24.com/en/americas/20221031-ahead-of-us-midterms-police-brutality-remains-a-burning-issue-in-minneapolis
62,f24,‘Starlink is the difference’: Internet connection gives Ukraine edge in drone war,https://www.france24.com/en/video/20221031-starlink-is-the-difference-internet-connection-gives-ukraine-edge-in-drone-war
63,f24,France's Pogba to miss World Cup over knee injury,https://www.france24.com/en/sport/20221031-france-s-pogba-to-miss-world-cup-over-knee-injury
64,f24,From prison to the presidency: Brazil's Lula rises from ashes,https://www.france24.com/en/americas/20221031-from-prison-to-triumphant-return-brazil-s-lula-rises-from-ashes
65,f24,Brazil election 2022: World leaders react warmly to Lula presidential win,https://www.france24.com/en/americas/20221030-live-lula-or-bolsonaro-brazil-faces-presidential-election-crunch-time
66,f24,Brazil holds its breath over Bolsonarist reaction as Lula claims razor-thin win,https://www.france24.com/en/americas/20221031-brazil-holds-its-breath-over-bolsonarist-reaction-as-lula-claims-razor-thin-win
67,f24,Indian police arrest nine in connection with deadly bridge collapse,https://www.france24.com/en/asia-pacific/20221031-indian-police-arrest-nine-in-connection-with-deadly-bridge-collapse
68,f24,Kidnapped Franco-Australian conservationist released by captors in Chad,https://www.france24.com/en/africa/20221031-kidnapped-franco-australian-conservationist-released-by-captors-in-chad
69,f24,"In pictures: Shock, grief following South Korea's Halloween tragedy",https://www.france24.com/en/asia-pacific/20221030-in-images-south-korea-in-shock-following-deadly-halloween-stampede
70,f24,"Greta Thunberg will not attend COP27 in Egypt, says summit is 'greenwashing'",https://www.france24.com/en/environment/20221031-greta-thunberg-to-eschew-cop27-in-egypt-saying-summit-is-greenwashing
71,tass,Power supply of Zaporozhye NPP’s Unit 4 disrupted after nearby blast — IAEA,https://tass.com/world/1530641
72,tass,Turkish defense minister urges Russian counterpart to rethink grain deal decision,https://tass.com/world/1530633
73,tass,Around 40 mercenaries killed in rocket strike on Zaporozhye outskirts — activist,https://tass.com/world/1530629
74,tass,"Blasts heard in Ukraine’s Nikolayev, Nikopol — media",https://tass.com/world/1530623
75,tass,IAEA says it started inspecting two facilities in Ukraine,https://tass.com/world/1530509
76,tass,Wheat futures gain 6% amid grain deal situation — UNCTAD,https://tass.com/world/1530471
77,tass,UK foreign secretary warns Russia of consequences if nuclear weapons are used,https://tass.com/world/1530465
78,tass,UN calls to fully honor grain agreements — UNCTAD,https://tass.com/world/1530463
79,tass,"Putin, Aliyev, Pashinyan commence trilateral meeting, Foreign Ministers meet separately",https://tass.com/world/1530439
80,tass,Russian peacekeepers carry out their duties in Karabakh properly — Putin,https://tass.com/world/1530401
81,tass,Additional impetus needed to Russian-Armenian-Azerbaijani trilateral working group — Putin,https://tass.com/world/1530393
82,tass,Ukraine exports exceed 14 mln tons under grain deal — European Commission,https://tass.com/world/1530381
83,tass,"Aliyev says time has come to normalize relations between Azerbaijan, Armenia",https://tass.com/world/1530373
84,nyt,"Russian Missiles Deliver New Woe to Kyiv, Knocking Out Tap Water",https://www.nytimes.com/2022/10/31/world/europe/russia-ukraine-kyiv-water.html
85,nyt,Bolsonaro Is Silent After Brazil Election Defeat,https://www.nytimes.com/2022/10/31/world/americas/brazil-election-results-bolsonaro-lula.html
86,nyt,"South Korea Halloween Deaths Were ‘Absolutely Avoidable’ Disaster, Experts Say",https://www.nytimes.com/2022/10/31/world/asia/seoul-halloween-crowd-accountability.html
87,nyt,At Least 134 Dead With Yet Another Failure in India’s Infrastructure,https://www.nytimes.com/2022/10/31/world/asia/india-bridge-collapse.html
88,nyt,Russia Says Ship Traffic Through Grain Corridor Is ‘Unacceptable’,https://www.nytimes.com/live/2022/10/31/world/russia-ukraine-war-news
89,nyt,Bolsonaro to Address Brazil on Tuesday,https://www.nytimes.com/live/2022/10/31/world/brazil-election-lula-bolsonaro
90,nyt,Rishi Sunak’s First Crisis: Turmoil Engulfing His Home Secretary,https://www.nytimes.com/2022/10/31/world/europe/suella-braverman-migrants-uk.html
91,nyt,"Key Evidence in Report on Missing Mexican Students Cannot Be Verified, Experts Say",https://www.nytimes.com/2022/10/31/world/americas/mexico-43-missing-students.html
92,nyt,"As Last Module Docks, China Completes Its Space Station",https://www.nytimes.com/2022/10/31/world/asia/china-launch-space-station.html
93,nyt,What Lula’s Victory in Brazil Means for Climate,https://www.nytimes.com/2022/10/31/climate/brazil-election-lula-bolsonaro-climate.html
94,nyt,Sea Drone Attack on Russian Fleet Puts Focus on Expanded Ukrainian Arms,https://www.nytimes.com/2022/10/31/us/politics/russia-ukraine-ships-drones.html
95,nyt,"South Korea Mourns Loss of Young Victims, and Their Dreams, in Halloween Crowd Crush",https://www.nytimes.com/2022/10/31/world/asia/seoul-itaewon-crowd-crush-victims.html
96,nyt,"Oleg Tinkov, Former Banking Tycoon, Renounces Russian Citizenship",https://www.nytimes.com/2022/10/31/world/europe/oleg-tinkov-russia-citizenship.html
97,nyt,What does the transition of power entail in Brazil?,https://www.nytimes.com/live/2022/10/31/world/brazil-election-lula-bolsonaro/what-does-the-transition-of-power-entail-in-brazil
98,nyt,Why Does Israel Keep Having So Many Elections?,https://www.nytimes.com/2022/11/01/world/middleeast/israel-why-many-elections.html
99,nyt,Your Tuesday Briefing,https://www.nytimes.com/2022/11/01/briefing/inflation-brazil-russia.html
100,nyt,Your Tuesday Briefing: Jair Bolsonaro Loses,https://www.nytimes.com/2022/10/31/briefing/bolsonaro-lula-brazil-asia.html
101,nyt,"Aging Infrastructure May Create Higher Flood Risk in L.A., Study Finds",https://www.nytimes.com/2022/10/31/climate/los-angeles-flood-risk.html
102,nyt,Kyiv Residents Line Up At Wells After City Loses Running Water,https://www.nytimes.com/2022/10/31/world/europe/kyiv-ukraine-water-russian-attacks.html
103,nyt,What Is COP27?,https://www.nytimes.com/article/cop27-climate-change-summit.html
104,nyt,Russian Missile Debris Lands in Moldova,https://www.nytimes.com/2022/10/31/world/europe/moldova-russia-missile-debris-war.html
105,nyt,More Equitable Justice,https://www.nytimes.com/2022/10/31/briefing/prison-race-brazil-election.html
106,nyt,Glimpses of Life with the Sea    Clown Sailing Circus Troupe,https://www.nytimes.com/2022/10/31/travel/sea-clown-sailing-circus.html
107,nyt,Cholera Outbreaks Surge Worldwide As Vaccine Supply Drains,https://www.nytimes.com/2022/10/31/health/cholera-outbreaks-vaccine.html
108,nyt,"He’s an Outspoken Defender of Meat. Industry Funds His Research, Files Show.",https://www.nytimes.com/2022/10/31/climate/frank-mitloehner-uc-davis.html
109,nyt,Your Monday Briefing,https://www.nytimes.com/2022/10/31/briefing/bridge-collapse-india-seoul-disaster.html
110,nyt,Brazil Ejects Bolsonaro and Brings Back Leftist Former Leader Lula,https://www.nytimes.com/2022/10/30/world/americas/lula-election-results-brazil-bolsonaro.html
111,nyt,Will Bolsonaro Dispute the Results of Brazil’s Presidential Election?,https://www.nytimes.com/2022/10/30/world/americas/bolsonaro-election-results.html
112,nyt,Russia Is Urged to Rejoin Grain Deal as Hunger Warnings Mount,https://www.nytimes.com/2022/10/30/world/europe/ukraine-russia-grain-deal.html
113,nyt,"Bolsonaro, in Defeat, May Now Face Charges",https://www.nytimes.com/2022/10/30/world/americas/bolsonaro-charges-lost.html
114,nyt,"In an evangelical church, attendees pray for a Bolsonaro victory.",https://www.nytimes.com/2022/10/30/world/americas/in-an-evangelical-church-attendees-pray-for-a-bolsonaro-victory.html
115,nyt,Your Monday Briefing: Seoul Mourns Halloween Crush Victims,https://www.nytimes.com/2022/10/30/briefing/seoul-victim-halloween.html
116,nyt,Polls have closed in Brazil. Here’s what happens next.,https://www.nytimes.com/2022/10/30/world/americas/polls-have-closed-in-brazil-heres-what-happens-next.html
117,nyt,Brazil Election Officials Demand Answers for Police Stops of Voters,https://www.nytimes.com/2022/10/30/world/americas/brazil-voters-police-elections.html
118,nyt,How a Festive Night in Seoul Turned Deadly,https://www.nytimes.com/2022/10/30/world/asia/south-korea-itaewon-crowd-crush-victims.html
119,nyt,"For Many Disabled People, a Battle to Stay in Australia or New Zealand",https://www.nytimes.com/2022/10/30/world/asia/migrant-disability-australia-new-zealand.html
120,nyt,Father of One U.S. Victim Found Warmth Online as Worry Became Grief,https://www.nytimes.com/2022/10/29/world/asia/us-victim.html
121,nyt,Brazil’s Runoff Faces ‘Spiritual Warfare’ for Evangelical Voters,https://www.nytimes.com/2022/10/30/world/americas/brazil-election-evangelicals.html
122,nyt,At Least 134 Killed in India as Suspension Bridge Collapses,https://www.nytimes.com/2022/10/30/world/asia/india-bridge-collapse.html
123,nyt,Voters cast ballots amid fears and hope for Brazil’s future.,https://www.nytimes.com/2022/10/30/world/americas/voters-cast-ballots-amid-fears-and-hope-for-brazils-future.html
124,nyt,Palestinian Voters Debate Staying Home for Israeli Election,https://www.nytimes.com/2022/10/30/world/middleeast/israel-election-palestinians.html
125,nyt,A Mother Mourns a Daughter Lost in the Seoul Crowd Surge,https://www.nytimes.com/2022/10/30/world/asia/victim-mother-mourns-daughter.html
126,nyt,The winner of the election will likely play a major role in deciding the fate of the Amazon rainforest.,https://www.nytimes.com/2022/10/30/world/americas/the-winner-of-the-election-will-likely-play-a-major-role-in-deciding-the-fate-of-the-amazon-rainforest.html
127,nyt,"Along with millions of Brazilians, Bolsonaro and Lula also headed to the polls.",https://www.nytimes.com/2022/10/30/world/americas/along-with-millions-of-brazilians-bolsonaro-and-lula-also-head-to-the-polls.html
128,nyt,How Cannibalism Became a Top Issue in Brazil’s Election,https://www.nytimes.com/2022/10/30/world/americas/cannibalism-brazil-bolsonaro.html
129,nyt,Why Did So Many More Women Than Men Die in the Itaewon Halloween Disaster?,https://www.nytimes.com/2022/10/29/world/asia/women-victims-korea-crowd-crush.html
130,nyt,Surfing in Britain? It’s Chilly but Brilliant and Widening in Appeal.,https://www.nytimes.com/2022/10/30/world/europe/surfing-england-north-devon.html
131,nyt,Brazil’s polls were off during the first round. Now the right wants to criminalize them.,https://www.nytimes.com/2022/10/30/world/americas/brazils-polls-were-off-during-the-first-round-now-the-right-wants-to-criminalize-them.html
132,nyt,Expedition Finds Cameras Left by Yukon Mountaineers in 1937,https://www.nytimes.com/2022/10/30/world/canada/yukon-mountains-cameras.html
133,nyt,How serious is the threat of a postelection coup in Brazil?,https://www.nytimes.com/2022/10/30/world/americas/how-serious-is-the-threat-of-a-postelection-coup-in-brazil.html
134,nyt,"Once imprisoned, a former leftist president looks to make a comeback and lead Brazil again.",https://www.nytimes.com/2022/10/30/world/americas/once-imprisoned-a-former-leftist-president-looks-to-make-a-comeback-and-lead-brazil-again.html
135,nyt,Downtown Comebacks,https://www.nytimes.com/2022/10/30/briefing/downtown-america.html
136,nyt,"Halloween Is a Recent Arrival in South Korea, but a Tradition in Itaewon",https://www.nytimes.com/2022/10/29/world/asia/itaewon-halloween-south-korea.html
137,nyt,What to know about Brazil’s pivotal election.,https://www.nytimes.com/2022/10/30/world/americas/what-to-know-about-brazils-pivotal-election.html
138,nyt,"Bolsonaro vs. Lula: On Election Day, Brazil confronts a momentous decision.",https://www.nytimes.com/2022/10/30/world/americas/bolsonaro-vs-lula-on-election-day-brazil-confronts-a-momentous-decision.html
139,nyt,Tensions Over Racism Rock Australian Netball,https://www.nytimes.com/2022/10/30/world/australia/netball-australia-donnell-wallam-racism.html
140,cbc,Israelis head to the polls in 5th national election since 2019,https://www.cbc.ca/news/world/israel-election-netanyahu-1.6636283?cmp=rss
141,cbc,Man charged in Pelosi home attack allegedly told police he wanted to hold Nancy Pelosi hostage,https://www.cbc.ca/news/world/pelosi-home-attack-paul-nancy-depape-1.6635640?cmp=rss
142,cbc,"Russian strikes knock out power, water in Kyiv and other cities",https://www.cbc.ca/news/world/ukraine-invasion-day-250-1.6635045?cmp=rss
143,cbc,More than 100 people dead after tropical storm hits Philippines,https://www.cbc.ca/news/science/philippines-tropical-storm-nalgae-1.6635472?cmp=rss
144,cbc,Meet the election deniers on the cusp of controlling U.S. elections,https://www.cbc.ca/news/world/meet-the-election-deniers-on-the-cusp-of-controlling-u-s-elections-1.6633026?cmp=rss
145,cbc,South Korea vows investigation into deadly Halloween crowd surge,https://www.cbc.ca/news/world/seoul-crush-halloween-1.6635037?cmp=rss
146,cbc,Lula returning to Brazil presidency after beating Bolsanaro in closest vote in decades,https://www.cbc.ca/news/bolsonaro-lula-brazil-election-runoff-1.6634638?cmp=rss
147,cbc,"India bridge collapse death toll rises to 134, with 9 people arrested",https://www.cbc.ca/news/world/bridge-suspension-inida-collapse-1.6634995?cmp=rss
148,cbc,"Iran to try 1,000 people over protests",https://www.cbc.ca/news/world/iran-protest-trials-1.6635099?cmp=rss
149,cbc,"Instagram says it has fixed bug that suspended users' accounts, cut follower numbers",https://www.cbc.ca/news/world/instagram-issues-suspended-warning-1.6635291?cmp=rss
150,cbc,Canadian man who allegedly attacked Nancy Pelosi's husband to be charged Monday,https://www.cbc.ca/news/world/paul-pelosi-alleged-assailant-charges-1.6634705?cmp=rss
151,cbc,Battling Haiti's gangs — the mission no nation seems to want,https://www.cbc.ca/news/politics/haiti-canada-gangs-1.6633461?cmp=rss
152,cbc,Meet Iran's dissident rapper helping youth circumvent regime internet crackdown,https://www.cbc.ca/news/world/meet-iran-s-dissident-rapper-helping-youth-circumvent-regime-internet-crackdown-1.6625351?cmp=rss
153,cbc,More than 80 people dead after suspension bridge collapses into river in India,https://www.cbc.ca/news/world/dozens-dead-suspension-bridge-collapse-india-1.6634728?cmp=rss
154,cbc,2 car bombings in Somalia kill at least 100,https://www.cbc.ca/news/world/somalia-car-bomb-attack-1.6634617?cmp=rss
155,cbc,Head of Iran's Revolutionary Guards warns this is 'last day' of protests,https://www.cbc.ca/news/world/iran-protests-revolutionary-guards-commander-1.6634199?cmp=rss
156,cbc,"In Bolzano, northern Italy, a once-controversial symbol of fascism now educates",https://www.cbc.ca/news/world/bolzano-italy-victory-monument-lessons-1.6632883?cmp=rss
157,cbc,"Canadian businesses have much to lose if China puts security over economy, experts say",https://www.cbc.ca/news/business/china-canada-economy-security-trade-1.6631907?cmp=rss
158,cbc,South Korea grieving after more than 150 die in Halloween crowd surge,https://www.cbc.ca/news/world/south-korea-crowd-surge-1.6634610?cmp=rss
159,cbc,U.S. murder rates have surged and cops have theories about why,https://www.cbc.ca/news/world/pittsburgh-police-murder-trends-1.6623731?cmp=rss
160,folha,"I Have a Good Relationship with Both Lula and Bolsonaro, Says Putin",https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/10/i-have-a-good-relationship-with-both-lula-and-bolsonaro-says-putin.shtml
161,folha,"Moral Police See Us as Criminals in Iran, Say Refugees",https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/09/moral-police-see-us-as-criminals-in-iran-say-refugees.shtml
162,folha,Bolsonaro Is Received in New York Amid Cries of 'Myth' and 'Genocide',https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/09/bolsonaro-is-received-in-new-york-amid-cries-of-myth-and-genocide.shtml
163,folha,Brazilians Get Famous Sharing 'Real Life' in The US,https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/09/brazilians-get-famous-sharing-real-life-in-the-us.shtml
